GeneID,Name
LOC581558,581558 dynactin subunit 6	K10428 DCTN6; dynactin 6
LOC591819,591819 alpha-centractin	K16575 ACTR1; centractin
LOC105445260,105445260 alpha-centractin	K16575 ACTR1; centractin
LOC756451,756451 actin-related protein 10-like	K16576 ACTR10; actin-related protein 10
LOC581599,581599 CLIP-associating protein 1-A isoform X1	K16578 CLASP1_2; CLIP-associating protein 1/2
LOC582925,"582925 microtubule-associated protein RP/EB family member 1	K10436 MAPRE; microtubule-associated protein, RP/EB family"
LOC581275,581275 alpha-tubulin N-acetyltransferase 1	K19573 ATAT1; alpha-tubulin N-acetyltransferase 1 [EC:2.3.1.108]
LOC591389,591389 SLAIN motif-containing protein 2 isoform X1	K16580 SLAIN1_2; SLAIN motif-containing protein 1/2
LOC584524,584524 tubulin polyglutamylase complex subunit 1 isoform X2	K16581 TPGS1; tubulin polyglutamylase complex subunit 1
LOC584220,584220 tubulin polyglutamylase ttll6 isoform X2	K16582 TTLL6_13; tubulin polyglutamylase TTLL6/13 [EC:6.-.-.-]
LOC586239,586239 tubulin polyglutamylase TTLL7	K16583 TTLL7; tubulin polyglutamylase TTLL7 [EC:6.-.-.-]
LOC580565,580565 protein KIAA0556	K22858 JBTS26; protein JBTS26
LOC100889439,100889439 doublecortin domain-containing protein 1 isoform X1	K23400 DCDC1; doublecortin domain-containing protein 1
LOC580217,580217 TOG array regulator of axonemal microtubules protein 1 isoform X1	K24886 TOGARAM; TOG array regulator of axonemal microtubules protein
LOC100893061,100893061 HAUS augmin-like complex subunit 1	K16584 HAUS1; HAUS augmin-like complex subunit 1
LOC582814,582814 uncharacterized protein LOC582814	K16585 HAUS2; HAUS augmin-like complex subunit 2
LOC583843,583843 HAUS augmin-like complex subunit 3	K16586 HAUS3; HAUS augmin-like complex subunit 3
LOC583283,583283 HAUS augmin-like complex subunit 3	K16586 HAUS3; HAUS augmin-like complex subunit 3
LOC575780,575780 HAUS augmin-like complex subunit 4 isoform X1	K16587 HAUS4; HAUS augmin-like complex subunit 4
LOC100888041,100888041 AUGMIN subunit 5	K16588 HAUS5; HAUS augmin-like complex subunit 5
LOC762945,762945 uncharacterized protein LOC762945	K16589 HAUS6; HAUS augmin-like complex subunit 6
LOC581318,581318 uncharacterized protein LOC581318	K16590 HAUS7; HAUS augmin-like complex subunit 7
LOC754650,754650 QWRF motif-containing protein 4	K16591 HAUS8; HAUS augmin-like complex subunit 8
LOC583262,583262 centrosomal protein of 152 kDa isoform X1	K16728 CEP152; centrosomal protein CEP152
LOC582489,582489 SCL-interrupting locus protein homolog isoform X1	K16724 STIL; SCL-interrupting locus protein
LOC754754,754754 obg-like ATPase 1	K19788 OLA1; obg-like ATPase 1
LOC763682,763682 ankyrin repeat domain-containing protein 17 isoform X1	K16726 ANKRD17; ankyrin repeat domain-containing protein 17
LOC580770,580770 protein regulator of cytokinesis 1 isoform X1	K16732 PRC1; Ase1/PRC1/MAP65 family protein
LOC579773,579773 SAC3 domain-containing protein 1	K16734 SAC3D1; SAC3 domain-containing protein 1
LOC590751,590751 nuclear distribution protein nudE-like 1-A	K16739 NDEL1; nuclear distribution protein NudE-like 1
LOC105437214,105437214 nuclear distribution protein nudE-like 1	K16739 NDEL1; nuclear distribution protein NudE-like 1
LOC754884,754884 nesprin-1 isoform X1	K19326 SYNE1; nesprin-1
LOC105437706,105437706 nesprin-1 isoform X1	K19326 SYNE1; nesprin-1
LOC100892160,100892160 uncharacterized protein LOC100892160 isoform X1	K19347 SUN1_2; SUN domain-containing protein 1/2
LOC590488,590488 B9 domain-containing protein 1	K16744 B9D1; B9 domain-containing protein 1
LOC576403,576403 B9 domain-containing protein 2	K16745 B9D2; B9 domain-containing protein 2
LOC753533,753533 tectonic-1	K19382 TCTN1_3; tectonic-1/3
LOC100891343,100891343 cell wall protein DAN4 isoform X1	K19361 TCTN2; tectonic-2
LOC575583,575583 coiled-coil and C2 domain-containing protein 2A isoform X1	K19352 CC2D2A; coiled-coil and C2 domain-containing protein 2A
LOC756176,756176 coiled-coil and C2 domain-containing protein 2A	K19352 CC2D2A; coiled-coil and C2 domain-containing protein 2A
LOC100892609,100892609 jouberin isoform X1	K16740 AHI1; jouberin
LOC582600,582600 Meckel syndrome type 1 protein isoform X1	K19332 MKS1; Meckel syndrome type 1 protein
LOC589782,589782 transmembrane protein 17	K19384 TMEM17; transmembrane protein 17
LOC586120,586120 meckelin isoform X1	K19348 TMEM67; meckelin
LOC591901,591901 transmembrane protein 216	K19385 TMEM216; transmembrane protein 216
LOC594538,594538 transmembrane protein 216	K19385 TMEM216; transmembrane protein 216
LOC755465,755465 transmembrane protein 231	K19362 TMEM231; transmembrane protein 231
LOC578507,578507 Bardet-Biedl syndrome 1 protein	K16746 BBS1; Bardet-Biedl syndrome 1 protein
LOC753105,753105 Bardet-Biedl syndrome 2 protein homolog	K16747 BBS2; Bardet-Biedl syndrome 2 protein
LOC579775,579775 Bardet-Biedl syndrome 5 protein homolog	K16748 BBS5; Bardet-Biedl syndrome 5 protein
LOC586040,586040 Bardet-Biedl syndrome 7 protein homolog	K16749 BBS7; Bardet-Biedl syndrome 7 protein
LOC580705,580705 tetratricopeptide repeat protein 8	K16781 TTC8; tetratricopeptide repeat protein 8
LOC587077,587077 protein PTHB1	K19398 BBS9; Bardet-Biedl syndrome 9 protein
LOC753088,753088 leucine zipper transcription factor-like protein 1	K19400 LZTFL1; leucine zipper transcription factor-like protein 1
LOC100890559,100890559 Bardet-Biedl syndrome 12 protein	K19402 BBS12; Bardet-Biedl syndrome 12 protein
LOC581997,581997 WD repeat-containing protein 19 isoform X1	K19671 WDR19; WD repeat-containing protein 19
LOC589151,589151 intraflagellar transport protein 140 homolog isoform X1	K19672 IFT140; intraflagellar transport protein 140
LOC588665,588665 tetratricopeptide repeat protein 21B	K19673 TTC21B; tetratricopeptide repeat protein 21B
LOC594504,594504 intraflagellar transport protein 122 homolog	K19656 IFT122; intraflagellar transport protein 122
LOC752726,752726 intraflagellar transport protein 122 homolog isoform X1	K19656 IFT122; intraflagellar transport protein 122
LOC577925,577925 WD repeat-containing protein 35 isoform X1	K19674 WDR35; WD repeat-containing protein 35
LOC763202,763202 intraflagellar transport protein 43 homolog A isoform X1	K19675 IFT43; intraflagellar transport protein 43
LOC592619,592619 intraflagellar transport protein 172 homolog isoform X1	K19676 IFT172; intraflagellar transport protein 172
LOC100891506,100891506 intraflagellar transport protein 81 homolog isoform X1	K19677 IFT81; intraflagellar transport protein 81
LOC593294,593294 LOW QUALITY PROTEIN: intraflagellar transport protein 80 homolog	K19678 IFT80; intraflagellar transport protein 80
LOC585028,585028 intraflagellar transport protein 74 homolog	K19679 IFT74; intraflagellar transport protein 74
LOC590273,590273 intraflagellar transport protein 57 homolog isoform X1	K04638 IFT57; intraflagellar transport protein 57
LOC753117,753117 intraflagellar transport protein 57 homolog	K04638 IFT57; intraflagellar transport protein 57
LOC594705,594705 intraflagellar transport protein 57 homolog isoform X1	K04638 IFT57; intraflagellar transport protein 57
LOC590931,590931 TRAF3-interacting protein 1-like isoform X1	K19680 TRAF3IP1; TRAF3-interacting protein 1
LOC576903,576903 intraflagellar transport protein 52 homolog	K19681 IFT52; intraflagellar transport protein 52
LOC590756,590756 intraflagellar transport protein 46 homolog	K19682 IFT46; intraflagellar transport protein 46
LOC763178,763178 intraflagellar transport protein 46 homolog isoform X1	K19682 IFT46; intraflagellar transport protein 46
LOC581182,581182 intraflagellar transport protein 27 homolog	K07934 IFT27; intraflagellar transport protein 27
LOC105444154,105444154 intraflagellar transport protein 22 homolog	K07935 IFT22; intraflagellar transport protein 22
LOC594236,594236 cadherin-23 isoform X1	K06813 CDH23; cadherin 23
LOC594286,594286 cadherin-23	K06813 CDH23; cadherin 23
LOC100892029,100892029 cadherin-23	K06813 CDH23; cadherin 23
LOC105438912,105438912 protocadherin-15-like isoform X1	K16500 PCDH15; protocadherin-15
LOC588674,588674 usherin	K19636 USH2A; usherin
LOC588790,588790 whirlin isoform X2	K21879 WHRN; whirlin
LOC582840,582840 uncharacterized protein LOC582840	K21879 WHRN; whirlin
LOC581039,"581039 LOW QUALITY PROTEIN: electrogenic sodium bicarbonate cotransporter 1	K13858 SLC4A7; solute carrier family 4 (sodium bicarbonate cotransporter), member 7"
LOC575423,575423 PDZ domain-containing protein 7	K21882 PDZD7; PDZ domain-containing protein 7
LOC576260,576260 clarin-1	K23841 CLRN; clarin
LOC100894098,100894098 uncharacterized protein LOC100894098	K22859 JBTS17; protein JBTS17
LOC583493,583493 ciliogenesis and planar polarity effector 2	K22860 RSG1; REM2 and Rab-like small GTPase 1
LOC100890791,100890791 protein fuzzy homolog	K22861 FUZ; protein fuzzy
LOC579969,579969 protein inturned	K22862 INTU; protein inturned
LOC753239,753239 WD repeat-containing and planar cell polarity effector protein fritz homolog	K22863 WDPCP; WD repeat-containing and planar cell polarity effector protein
LOC589600,589600 tetratricopeptide repeat protein 12	K24652 TTC12; tetratricopeptide repeat protein 12
LOC581183,581183 tetratricopeptide repeat protein 25 isoform X1	K24254 TTC25; tetratricopeptide repeat protein 25
LOC583291,583291 intraflagellar transport protein 56	K19685 TTC26; intraflagellar transport protein 56
LOC589522,589522 tetratricopeptide repeat protein 30A	K19683 TTC30; tetratricopeptide repeat protein 30
LOC105437080,105437080 clusterin-associated protein 1	K19684 CLUAP1; clusterin-associated protein 1
LOC576932,576932 nephrocystin-1 isoform X1	K19657 NPHP1; nephrocystin-1
LOC105441596,105441596 putative leucine-rich repeat-containing protein DDB_G0290503 isoform X1	K23223 PMFBP1; polyamine-modulated factor 1-binding protein 1
LOC757232,757232 spermatogenesis-associated protein 6 isoform X1	K23224 SPATA6; spermatogenesis-associated protein 6
LOC757224,757224 spermatogenesis-associated protein 7 homolog	K19655 SPATA7; spermatogenesis-associated protein 7
LOC100890285,100890285 sperm-associated antigen 1	K19870 SPAG1; sperm-associated antigen 1
LOC752160,752160 protein DPCD-like isoform X1	K20800 DPCD; protein DPCD
LOC105444719,105444719 protein DPCD-like	K20800 DPCD; protein DPCD
LOC585473,585473 nucleoside diphosphate kinase homolog 5	K20790 NME5; nucleoside diphosphate kinase homolog 5
LOC581919,581919 thioredoxin domain-containing protein 3 homolog isoform X1	K19868 NME8; thioredoxin domain-containing protein 3
LOC100890993,100890993 ankyrin repeat and SAM domain-containing protein 6 isoform X1	K21415 ANKS6; ankyrin repeat and SAM domain-containing protein 6
LOC580480,580480 armadillo repeat-containing protein 2	K24123 ARMC2; armadillo repeat-containing protein 2
LOC589555,589555 armadillo repeat-containing protein 4	K24125 ARMC4; armadillo repeat-containing protein 4
LOC579634,579634 lisH domain-containing protein ARMC9 isoform X1	K22864 ARMC9; LisH domain-containing protein ARMC9
LOC762614,762614 lisH domain-containing protein ARMC9 isoform X1	K22864 ARMC9; LisH domain-containing protein ARMC9
LOC579422,579422 trichohyalin isoform X1	K19605 EVC1; ellis van creveld syndrome protein 1
LOC100887860,100887860 uncharacterized protein LOC100887860 isoform X2	K19608 EVC2; ellis van creveld syndrome protein 2
LOC100889473,100889473 TALPID3 protein	K22865 TALPID3; protein TALPID3
LOC593032,593032 tctex1 domain-containing protein 2	K22866 TCTEX1D2; tctex1 domain-containing protein 2
LOC763411,763411 tctex1 domain-containing protein 2	K22866 TCTEX1D2; tctex1 domain-containing protein 2
LOC105440589,105440589 tctex1 domain-containing protein 1-like	K22866 TCTEX1D2; tctex1 domain-containing protein 2
LOC576129,576129 transmembrane protein 107	K22764 TMEM107; transmembrane protein 107
LOC754366,754366 transmembrane protein 138	K22867 TMEM138; transmembrane protein 138
LOC752951,752951 transmembrane protein 237	K22765 TMEM237; transmembrane protein 237
LOC583358,583358 WD repeat-containing protein 34 isoform X1	K22868 WDR34; WD repeat-containing protein 34
LOC580071,580071 WD repeat-containing protein 60 isoform X1	K22869 WDR60; WD repeat-containing protein 60
LOC755555,755555 transmembrane anterior posterior transformation protein 1 homolog isoform X1	K23404 TAPT1; transmembrane anterior posterior transformation protein 1
LOC100890540,100890540 uncharacterized protein LOC100890540 isoform X1	K23405 DCDC2; doublecortin domain-containing protein 2
LOC590644,590644 protein FAM92A isoform X1	K23868 FAM92; protein FAM92
LOC578469,578469 radial spoke head protein 3 homolog isoform X2	K23965 RSPH3; radial spoke head protein 3
LOC576742,576742 RING finger protein 151 isoform X1	K24148 RNF151; RING finger protein 151
LOC590682,590682 cilia- and flagella-associated protein 43 isoform X1	K24223 CFAP43; cilia- and flagella-associated protein 43
LOC587715,587715 cilia- and flagella-associated protein 44 isoform X1	K24224 CFAP44; cilia- and flagella-associated protein 44
LOC586508,586508 cilia- and flagella-associated protein 53	K24225 CFAP53; cilia- and flagella-associated protein 53
LOC585421,585421 cilia- and flagella-associated protein 65	K24226 CFAP65; cilia- and flagella-associated protein 65
LOC592804,592804 cilia- and flagella-associated protein 69	K24227 CFAP69; cilia- and flagella-associated protein 69
LOC580274,580274 cilia- and flagella-associated protein 251 isoform X1	K24228 WDR66; cilia- and flagella-associated protein 251
LOC579799,579799 cilia- and flagella-associated protein 298	K24229 CFAP298; cilia- and flagella-associated protein 298
LOC582091,582091 cilia- and flagella-associated protein 300-like	K24230 CFAP300; cilia- and flagella-associated protein 300
LOC105437371,105437371 cilia- and flagella-associated protein 300-like	K24230 CFAP300; cilia- and flagella-associated protein 300
LOC100891155,100891155 centrosomal protein of 162 kDa isoform X1	K16809 CEP162; centrosomal protein CEP162
LOC583191,583191 protein FAM149B1	K24653 FAM149; primary cilium assembly protein FAM149
LOC576502,576502 S phase cyclin A-associated protein in the endoplasmic reticulum	K24869 SCAPER; S phase cyclin A-associated protein in the endoplasmic reticulum
LOC585159,585159 alsin isoform X1	K04575 ALS2; amyotrophic lateral sclerosis 2 protein
LOC582316,582316 ADP-ribosylation factor-like protein 2	K07943 ARL2; ADP-ribosylation factor-like protein 2
LOC591507,591507 ADP-ribosylation factor-like protein 6	K07951 ARL6; ADP-ribosylation factor-like protein 6
LOC579574,579574 ADP-ribosylation factor-like protein 2-binding protein	K16742 ARL2BP; ADP-ribosylation factor-like protein 2-binding protein
LOC763478,763478 ADP-ribosylation factor-like protein 3	K07944 ARL3; ADP-ribosylation factor-like protein 3
LOC752889,752889 ADP-ribosylation factor-like protein 3	K07944 ARL3; ADP-ribosylation factor-like protein 3
LOC586828,586828 ADP-ribosylation factor-like protein 3	K07944 ARL3; ADP-ribosylation factor-like protein 3
LOC574813,574813 ADP-ribosylation factor-like protein 3 isoform X1	K07944 ARL3; ADP-ribosylation factor-like protein 3
LOC582892,582892 abnormal spindle-like microcephaly-associated protein homolog	K16743 ASPM; abnormal spindle-like microcephaly-associated protein
LOC100891446,100891446 BICD family-like cargo adapter 1 isoform X1	K16756 BICDL; BICD family-like cargo adapter
LOC576341,576341 C2 domain-containing protein 3	K16751 C2CD3; C2 domain-containing protein 3
LOC100888916,100888916 uncharacterized protein LOC100888916	K16752 CCDC15; coiled-coil domain-containing protein 15
LOC100888603,100888603 coiled-coil domain-containing protein 34	K16753 CCDC34; coiled-coil domain-containing protein 34
LOC105437150,105437150 vicilin-like seed storage protein At2g18540 isoform X1	K16753 CCDC34; coiled-coil domain-containing protein 34
LOC105442184,105442184 coiled-coil domain-containing protein 34-like	K16753 CCDC34; coiled-coil domain-containing protein 34
LOC100889050,100889050 coiled-coil domain-containing protein 61	K16755 CCDC61; coiled-coil domain-containing protein 61
LOC594726,594726 coiled-coil domain-containing protein 77	K16757 CCDC77; coiled-coil domain-containing protein 77
LOC752227,752227 coiled-coil domain-containing protein 78	K23693 CCDC78; coiled-coil domain-containing protein 78
LOC100889752,100889752 coiled-coil domain-containing protein 102A	K16759 CCDC102; coiled-coil domain-containing protein 102
LOC100888089,100888089 coiled-coil alpha-helical rod protein 1 isoform X1	K16760 CCHCR1; coiled-coil alpha-helical rod protein 1
LOC580557,580557 centrosomal protein of 44 kDa	K16761 CEP44; centrosomal protein CEP44
LOC585627,585627 centrosomal protein of 57 kDa	K16762 CEP57; centrosomal protein CEP57
LOC593422,593422 centrosomal protein of 63 kDa	K16763 CEP63; centrosomal protein CEP63
LOC582208,582208 centrosomal protein of 78 kDa isoform X2	K16765 CEP78; centrosomal protein CEP78
LOC577340,577340 centrosomal protein of 83 kDa isoform X1	K16754 CEP83; centrosomal protein CEP83
LOC100892910,100892910 centrosomal protein of 85 kDa isoform X1	K16766 CEP85; centrosomal protein CEP85
LOC576526,576526 centrosomal protein of 112 kDa isoform X1	K16767 CEP112; centrosomal protein CEP112
LOC577510,577510 centrosome-associated protein 350 isoform X1	K16768 CEP350; centrosomal protein CEP350
LOC100887842,100887842 cytoskeleton-associated protein 2	K16769 CKAP2; cytoskeleton-associated protein 2
LOC105437541,105437541 cytoskeleton-associated protein 2-like	K16769 CKAP2; cytoskeleton-associated protein 2
LOC105444149,105444149 centriolin-like	K16770 CNTRL; centriolin
LOC105444150,105444150 centriolin-like	K16770 CNTRL; centriolin
LOC100892823,100892823 centrosome and spindle pole associated protein 1 isoform X1	K16771 CSPP1; centrosome and spindle pole-associated protein 1
LOC592591,592591 disks large homolog 1 isoform X1	K12076 DLG1; disks large protein 1
LOC592762,592762 protein FAM161B	K16772 FAM161A; protein FAM161A
LOC577357,577357 IQ calmodulin-binding motif-containing protein 1	K16774 IQCB1; IQ calmodulin-binding motif-containing protein 1
LOC756999,756999 microcephalin	K19403 MCPH1; microcephalin
LOC581758,581758 uncharacterized protein LOC581758	K16775 MPHOSPH9; M-phase phosphoprotein 9
LOC590742,590742 neuralized-like protein 4	K16777 NEURL4; neuralized-like protein 4
LOC590447,590447 nephrocystin-3	K19360 NPHP3; nephrocystin-3
LOC100889111,100889111 nephrocystin-3	K19360 NPHP3; nephrocystin-3
LOC762747,762747 telomerase protein component 1 isoform X2	K19360 NPHP3; nephrocystin-3
LOC100890216,100890216 uncharacterized protein LOC100890216	K19360 NPHP3; nephrocystin-3
LOC581277,581277 TPR repeat-containing protein DDB_G0287407	K19360 NPHP3; nephrocystin-3
LOC576310,576310 uncharacterized protein LOC576310	K19360 NPHP3; nephrocystin-3
LOC577899,577899 TPR repeat-containing protein DDB_G0287407	K19360 NPHP3; nephrocystin-3
LOC588578,588578 TPR repeat-containing protein DDB_G0287407 isoform X1	K19360 NPHP3; nephrocystin-3
LOC754725,754725 telomerase protein component 1	K19360 NPHP3; nephrocystin-3
LOC752994,752994 telomerase protein component 1	K19360 NPHP3; nephrocystin-3
LOC586909,586909 Sjoegren syndrome nuclear autoantigen 1 homolog	K16780 SSNA1; sjoegren syndrome nuclear autoantigen 1
LOC576108,576108 mitogen-activated protein kinase-binding protein 1	K21763 MAPKBP1; mitogen-activated protein kinase binding protein 1
LOC100888049,100888049 protein moonraker isoform X1	K21765 MNR; protein moonraker
LOC578480,578480 fidgetin-like protein 1	K22766 FIGNL1; fidgetin-like protein 1 [EC:3.6.4.-]
LOC587907,587907 putative methyltransferase C9orf114	K09142 SPOUT1; methyltransferase [EC:2.1.1.-]
LOC577833,577833 putative methyltransferase C9orf114	K09142 SPOUT1; methyltransferase [EC:2.1.1.-]
LOC583656,583656 centrosomal protein of 19 kDa	K16801 CEP19; centrosomal protein CEP19
LOC579733,579733 uncharacterized protein LOC579733 isoform X1	K16802 CEP70; centrosomal protein CEP70
LOC585583,585583 cytoskeleton-associated protein 5 isoform X1	K16803 CKAP5; cytoskeleton-associated protein 5
LOC752406,752406 exportin-2	K18423 CSE1; exportin-2 (importin alpha re-exporter)
LOC574582,574582 disks large-associated protein 5	K16804 DLGAP5; disks large-associated protein 5
LOC373241,373241 KRP170	K10398 KIF11; kinesin family member 11
LOC588585,588585 carboxy-terminal kinesin 2	K10405 KIFC1; kinesin family member C1
LOC583874,583874 importin subunit alpha-1 isoform X1	K15043 KPNA2_7; importin subunit alpha-1/8
LOC579689,579689 LOW QUALITY PROTEIN: importin subunit alpha-7	K15042 KPNA5_6; importin subunit alpha-6/7
LOC586167,586167 nucleolar protein dao-5 isoform X1	K16806 MAP7D1; MAP7 domain-containing protein 1
LOC756117,756117 TBCC domain-containing protein 1	K16810 TBCCD1; TBCC domain-containing protein 1
LOC575184,575184 trichoplein keratin filament-binding protein	K16811 TCHP; trichoplein keratin filament-binding protein
LOC593807,593807 targeting protein for Xklp2 homolog isoform X1	K16812 TPX2; targeting protein for Xklp2
LOC100891692,100891692 ankyrin repeat domain-containing protein 53	K21441 ANKRD53; ankyrin repeat domain-containing protein 53
LOC581417,581417 uncharacterized protein LOC581417 isoform X1	K16830 AURKAIP1; aurora kinase A-interacting protein
LOC100892267,100892267 uncharacterized protein LOC100892267	K16831 BORA; protein aurora borealis
LOC577837,577837 bromodomain adjacent to zinc finger domain protein 1A isoform X2	K11655 BAZ1A; bromodomain adjacent to zinc finger domain protein 1A
LOC584991,584991 chromatin accessibility complex protein 1	K11656 CHRAC1; chromatin accessibility complex protein 1
LOC578189,578189 remodeling and spacing factor 1	K11657 RSF1; remodeling and spacing factor 1
LOC585100,585100 tyrosine-protein kinase BAZ1B	K11658 BAZ1B; bromodomain adjacent to zinc finger domain protein 1B
LOC756374,756374 protein DEK	K17046 DEK; protein DEK
LOC105447404,105447404 protein DEK-like	K17046 DEK; protein DEK
LOC583345,583345 myb-binding protein 1A-like protein isoform X1	K02331 POL5; DNA polymerase phi [EC:2.7.7.7]
LOC575060,575060 nucleosome-remodeling factor subunit BPTF isoform X1	K11728 BPTF; nucleosome-remodeling factor subunit BPTF
LOC590089,590089 chromatin complexes subunit BAP18	K23406 BAP18; chromatin complexes subunit BAP18
LOC583459,583459 actin-related protein 6	K11662 ACTR6; actin-related protein 6
LOC764645,764645 zinc finger HIT domain-containing protein 1	K11663 ZNHIT1; zinc finger HIT domain-containing protein 1
LOC763676,763676 vacuolar protein sorting-associated protein 72 homolog	K11664 VPS72; vacuolar protein sorting-associated protein 72
LOC590972,590972 chromatin-remodeling ATPase INO80	K11665 INO80; chromatin-remodeling ATPase INO80 [EC:3.6.4.-]
LOC585740,585740 uncharacterized protein LOC585740	K11666 INO80B; INO80 complex subunit B
LOC580704,580704 INO80 complex subunit C	K11667 INO80C; INO80 complex subunit C
LOC582717,582717 INO80 complex subunit D	K11668 INO80D; INO80 complex subunit D
LOC589150,589150 INO80 complex subunit E isoform X1	K11669 INO80E; INO80 complex subunit E
LOC100890565,100890565 nuclear factor related to kappa-B-binding protein isoform X3	K11671 NFRKB; nuclear factor related to kappa-B-binding protein
LOC579001,579001 actin-related protein 5 isoform X1	K11672 ACTR5; actin-related protein 5
LOC100889970,100889970 actin-related protein 8 isoform X1	K11673 ACTR8; actin-related protein 8
LOC579879,579879 bromodomain-containing protein 7	K11723 BRD7; bromodomain-containing protein 7
LOC105446826,105446826 bromodomain-containing protein 7-like	K11723 BRD7; bromodomain-containing protein 7
LOC575959,575959 chromodomain-helicase-DNA-binding protein 1 isoform X1	K20091 CHD2; chromodomain-helicase-DNA-binding protein 2 [EC:3.6.4.12]
LOC588374,588374 chromodomain-helicase-DNA-binding protein 1-like	K20092 CHD1L; chromodomain-helicase-DNA-binding protein 1-like [EC:3.6.4.12]
LOC100892268,100892268 chromodomain-helicase-DNA-binding protein 1-like isoform X1	K20092 CHD1L; chromodomain-helicase-DNA-binding protein 1-like [EC:3.6.4.12]
LOC592432,592432 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1	K14439 SMARCAD1; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 [EC:3.6.4.12]
LOC576458,576458 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1	K14440 SMARCAL1; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 [EC:3.6.4.12]
LOC578693,578693 lymphocyte-specific helicase	K19001 HELLS; ATP-dependent DNA helicase
LOC583735,583735 cell division cycle-associated protein 7	K23408 CDCA7; cell division cycle-associated protein 7
LOC100890252,100890252 ankyrin repeat and LEM domain-containing protein 2	K21412 ANKLE2; ankyrin repeat and LEM domain-containing protein 2
LOC585114,585114 ATPase MORC2A isoform X1	K24135 MORC; MORC family CW-type zinc finger protein
LOC581950,581950 iron-sulfur protein NUBPL isoform X1	K03593 mrp; ATP-binding protein involved in chromosome partitioning
LOC100889029,100889029 methylated-DNA--protein-cysteine methyltransferase	K00567 ogt; methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]
LOC593121,593121 DNA oxidative demethylase ALKBH2	K10859 ALKBH2; DNA oxidative demethylase [EC:1.14.11.33]
LOC592282,592282 alpha-ketoglutarate-dependent dioxygenase alkB homolog 3	K10860 ALKBH3; mRNA N1-methyladenine demethylase [EC:1.14.11.54]
LOC100888531,100888531 activating signal cointegrator 1 complex subunit 3	K18663 ASCC3; activating signal cointegrator complex subunit 3 [EC:3.6.4.12]
LOC754042,754042 activating signal cointegrator 1 complex subunit 3	K18663 ASCC3; activating signal cointegrator complex subunit 3 [EC:3.6.4.12]
LOC581225,581225 cryptochrome-1	K02295 CRY; cryptochrome
LOC580742,580742 cryptochrome-1	K02295 CRY; cryptochrome
LOC100889073,100889073 cryptochrome-1	K02295 CRY; cryptochrome
LOC583959,583959 cryptochrome-2 isoform X1	K02295 CRY; cryptochrome
LOC593941,593941 deoxyribodipyrimidine photo-lyase isoform X1	K01669 phrB; deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]
LOC752995,752995 cryptochrome DASH	K01669 phrB; deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]
LOC583910,583910 tyrosyl-DNA phosphodiesterase 1	K10862 TDP1; tyrosyl-DNA phosphodiesterase 1 [EC:3.1.4.-]
LOC592796,592796 aprataxin	K10863 APTX; aprataxin [EC:3.6.1.70 3.6.1.71 3.6.1.72]
LOC583036,583036 aprataxin and PNK-like factor isoform X1	K13295 APLF; aprataxin and PNK-like factor [EC:4.2.99.18]
LOC582379,582379 UV-stimulated scaffold protein A	K23720 UVSSA; UV-stimulated scaffold protein A
LOC586369,586369 MMS19 nucleotide excision repair protein homolog	K15075 MET18; DNA repair/transcription protein MET18/MMS19
LOC593051,593051 transcription elongation factor B polypeptide 3 isoform X2	K15076 ELOA; elongin-A
LOC575381,575381 mutS protein homolog 4	K08740 MSH4; DNA mismatch repair protein MSH4
LOC592483,592483 PMS1 protein homolog 1	K10864 PMS1; DNA mismatch repair protein PMS1
LOC586403,586403 meiotic recombination protein DMC1/LIM15 homolog	K10872 DMC1; meiotic recombination protein DMC1
LOC578074,578074 helicase ARIP4	K10876 RAD54L2; RAD54-like protein 2 [EC:3.6.4.12]
LOC581689,581689 ATP-dependent DNA helicase Q1 isoform X1	K10899 RECQL; ATP-dependent DNA helicase Q1 [EC:3.6.4.12]
LOC590609,590609 ATP-dependent DNA helicase Q5	K10902 RECQL5; ATP-dependent DNA helicase Q5 [EC:3.6.4.12]
LOC586201,586201 AP-5 complex subunit beta-1 isoform X1	K19022 AP5B1; AP-5 complex subunit beta-1
LOC577201,577201 AP-5 complex subunit mu-1	K19023 AP5M1; AP-5 complex subunit mu-1
LOC752258,752258 AP-5 complex subunit sigma-1	K19024 AP5S1; AP-5 complex subunit sigma-1
LOC592051,592051 AP-5 complex subunit zeta-1	K19025 AP5Z1; AP-5 complex subunit zeta-1
LOC581507,581507 structural maintenance of chromosomes protein 5 isoform X1	K22803 SMC5; structural maintenance of chromosomes protein 5
LOC100893240,100893240 structural maintenance of chromosomes protein 6 isoform X1	K22804 SMC6; structural maintenance of chromosomes protein 6
LOC584232,584232 structural maintenance of chromosomes protein 6 isoform X1	K22804 SMC6; structural maintenance of chromosomes protein 6
LOC100892588,100892588 non-structural maintenance of chromosomes element 3 homolog	K22823 NSMCE3; non-structural maintenance of chromosomes element 3
